station,target,lead,unit,mu_cal,sigma_cal,mu_raw,sigma_raw,max_real,win_mkt,hit_cal,hit_raw,pwin_cal,pwin_raw,crps_cal,crps_raw
LEMD,2026-06-03,1,C,31.0,0.76,30.6,0.98,31.0,31°C,1.0,1.0,0.488,0.363,0.178,0.292
LEMD,2026-06-03,2,C,31.44,0.98,31.03,1.25,31.0,31°C,1.0,1.0,0.355,0.312,0.308,0.292
LEMD,2026-06-03,3,C,31.48,1.09,31.1,1.37,31.0,31°C,1.0,1.0,0.324,0.284,0.338,0.323
LFPB,2026-06-03,1,C,20.14,0.6,19.8,0.88,20.0,20°C,1.0,1.0,0.584,0.422,0.153,0.223
LFPB,2026-06-03,2,C,20.05,1.1,19.53,1.53,20.0,20°C,1.0,0.0,0.351,0.245,0.257,0.413
LFPB,2026-06-03,3,C,20.44,1.37,19.9,1.91,20.0,20°C,1.0,0.0,0.271,0.206,0.376,0.449
LIMC,2026-06-03,1,C,27.41,0.79,26.5,1.37,27.0,27°C,1.0,1.0,0.419,0.268,0.269,0.392
LIMC,2026-06-03,2,C,27.22,1.11,26.2,1.74,27.0,27°C,1.0,0.0,0.341,0.204,0.277,0.551
LIMC,2026-06-03,3,C,27.35,1.32,26.27,1.94,27.0,27°C,1.0,0.0,0.285,0.19,0.346,0.563
RCSS,2026-06-03,2,C,35.18,2.72,35.7,2.83,37.0,37°C,0.0,0.0,0.117,0.126,1.106,0.895
RCSS,2026-06-03,3,C,34.93,2.85,35.43,2.88,37.0,37°C,0.0,0.0,0.107,0.119,1.243,1.004
RJTT,2026-06-03,2,C,22.32,1.02,21.77,1.39,21.0,21°C,0.0,0.0,0.173,0.243,0.841,0.489
RJTT,2026-06-03,3,C,23.08,1.3,22.6,1.74,21.0,21°C,0.0,0.0,0.088,0.15,1.411,0.955
RKSI,2026-06-03,2,C,27.09,2.69,24.5,4.07,27.0,27°C,0.0,0.0,0.148,0.081,0.629,1.546
RKSI,2026-06-03,3,C,26.7,2.84,23.9,4.03,27.0,27°C,0.0,0.0,0.139,0.074,0.677,1.849
ZBAA,2026-06-03,2,C,28.28,1.8,27.67,2.72,29.0,<= 30°C,1.0,1.0,0.892,0.851,0.534,0.892
ZBAA,2026-06-03,3,C,29.36,2.17,28.7,2.36,29.0,<= 30°C,1.0,1.0,0.7,0.777,0.531,0.566
ZSPD,2026-06-03,2,C,31.31,1.22,30.1,1.61,31.0,31°C,1.0,0.0,0.309,0.21,0.315,0.571
ZSPD,2026-06-03,3,C,31.41,1.48,30.23,1.66,31.0,31°C,1.0,0.0,0.255,0.214,0.391,0.526
EDDM,2026-06-04,1,C,24.05,1.04,23.03,1.41,24.0,24°C,1.0,0.0,0.369,0.221,0.244,0.584
EDDM,2026-06-04,2,C,23.75,1.49,22.7,1.94,24.0,24°C,1.0,0.0,0.259,0.163,0.365,0.788
EDDM,2026-06-04,3,C,24.51,1.79,23.3,2.21,24.0,24°C,0.0,0.0,0.212,0.17,0.475,0.605
EGLC,2026-06-04,1,C,18.05,0.92,17.67,1.14,19.0,19°C,0.0,0.0,0.255,0.178,0.573,0.827
EGLC,2026-06-04,2,C,17.92,1.38,17.5,1.66,19.0,19°C,0.0,0.0,0.211,0.159,0.643,0.895
EGLC,2026-06-04,3,C,18.03,1.2,17.8,1.45,19.0,19°C,0.0,0.0,0.236,0.194,0.58,0.714
KLGA,2026-06-04,1,F,88.76,1.53,88.03,2.2,86.0,86-87°F,0.0,0.0,0.188,0.279,1.942,1.215
KLGA,2026-06-04,2,F,89.28,2.43,88.43,3.32,86.0,86-87°F,0.0,0.0,0.172,0.201,2.108,1.457
KLGA,2026-06-04,3,F,87.17,3.02,86.3,3.97,86.0,86-87°F,1.0,1.0,0.253,0.199,0.886,0.936
KORD,2026-06-04,1,F,88.09,1.51,86.53,1.5,87.0,>= 66°F,1.0,1.0,1.0,1.0,0.656,0.408
KORD,2026-06-04,2,F,88.35,2.65,86.7,3.18,87.0,>= 66°F,1.0,1.0,1.0,1.0,0.886,0.754
KORD,2026-06-04,3,F,87.93,3.31,86.47,3.81,87.0,>= 66°F,1.0,1.0,1.0,1.0,0.877,0.921
LEMD,2026-06-04,1,C,29.27,0.75,28.9,0.96,30.0,30°C,0.0,0.0,0.328,0.218,0.44,0.678
LEMD,2026-06-04,2,C,29.47,0.99,29.13,1.25,30.0,30°C,0.0,0.0,0.34,0.247,0.34,0.523
LEMD,2026-06-04,3,C,29.6,1.29,29.33,1.61,30.0,30°C,1.0,0.0,0.288,0.224,0.351,0.485
LFPB,2026-06-04,1,C,20.14,1.21,19.7,1.8,22.0,22°C,0.0,0.0,0.106,0.099,1.239,1.457
LFPB,2026-06-04,2,C,20.89,1.18,20.4,1.69,22.0,22°C,0.0,0.0,0.217,0.151,0.662,0.958
LFPB,2026-06-04,3,C,20.41,1.18,20.0,1.66,22.0,22°C,0.0,0.0,0.14,0.117,1.021,1.247
LIMC,2026-06-04,1,C,23.92,0.65,23.2,1.07,23.0,23°C,0.0,1.0,0.242,0.355,0.604,0.264
LIMC,2026-06-04,2,C,23.86,1.05,22.87,1.64,23.0,23°C,0.0,1.0,0.268,0.239,0.512,0.388
LIMC,2026-06-04,3,C,23.51,1.17,22.8,1.63,23.0,23°C,0.0,1.0,0.302,0.24,0.361,0.39
RCSS,2026-06-04,2,C,34.83,2.8,35.27,2.93,36.0,36°C,0.0,0.0,0.13,0.132,0.846,0.757
RCSS,2026-06-04,3,C,34.82,2.97,35.27,3.03,36.0,36°C,0.0,0.0,0.124,0.127,0.878,0.778
RJTT,2026-06-04,2,C,22.14,1.03,21.6,1.44,23.0,23°C,0.0,0.0,0.269,0.173,0.514,0.841
RJTT,2026-06-04,3,C,22.99,1.26,22.57,1.61,23.0,23°C,1.0,1.0,0.309,0.236,0.294,0.422
RKSI,2026-06-04,2,C,24.56,2.35,22.03,3.18,26.0,26°C,0.0,0.0,0.14,0.058,0.889,2.497
RKSI,2026-06-04,3,C,24.84,2.82,22.27,3.53,26.0,26°C,0.0,0.0,0.129,0.065,0.847,2.268
ZBAA,2026-06-04,2,C,26.71,1.83,25.33,2.88,28.0,28°C,0.0,0.0,0.169,0.09,0.777,1.593
ZBAA,2026-06-04,3,C,29.14,2.14,28.23,2.21,28.0,28°C,0.0,1.0,0.161,0.178,0.737,0.525
ZSPD,2026-06-04,2,C,29.27,1.22,28.1,1.69,28.0,28°C,0.0,1.0,0.19,0.232,0.77,0.398
ZSPD,2026-06-04,3,C,28.69,1.51,27.9,2.1,28.0,28°C,0.0,1.0,0.235,0.188,0.475,0.493
EDDM,2026-06-05,1,C,18.68,0.93,18.2,1.27,19.0,19°C,1.0,0.0,0.386,0.253,0.262,0.492
EDDM,2026-06-05,2,C,18.92,1.44,18.3,1.84,19.0,19°C,1.0,0.0,0.271,0.2,0.339,0.535
EDDM,2026-06-05,3,C,18.49,1.61,17.9,2.01,19.0,19°C,0.0,0.0,0.232,0.17,0.441,0.704
EGLC,2026-06-05,1,C,18.76,0.78,18.43,0.97,19.0,19°C,1.0,0.0,0.457,0.337,0.213,0.355
EGLC,2026-06-05,2,C,18.61,1.08,18.4,1.33,19.0,19°C,1.0,0.0,0.337,0.266,0.306,0.417
EGLC,2026-06-05,3,C,18.83,1.32,18.53,1.6,19.0,19°C,1.0,1.0,0.292,0.236,0.319,0.427
KLGA,2026-06-05,1,F,92.41,1.65,91.77,2.45,90.0,90-91°F,0.0,0.0,0.252,0.28,1.585,1.062
KLGA,2026-06-05,2,F,93.07,2.7,92.5,3.92,90.0,90-91°F,0.0,0.0,0.187,0.177,1.891,1.531
KLGA,2026-06-05,3,F,91.67,2.99,91.13,3.97,90.0,90-91°F,0.0,1.0,0.243,0.197,1.061,1.055
KORD,2026-06-05,1,F,78.64,1.65,76.8,2.07,80.0,>= 68°F,1.0,1.0,1.0,1.0,0.809,2.141
KORD,2026-06-05,2,F,80.59,2.64,79.07,3.13,80.0,>= 68°F,1.0,1.0,1.0,1.0,0.669,0.841
KORD,2026-06-05,3,F,81.18,3.29,79.47,3.75,80.0,>= 68°F,1.0,1.0,1.0,0.999,0.936,0.906
LEMD,2026-06-05,1,C,28.43,0.79,28.13,1.0,29.0,29°C,0.0,0.0,0.377,0.271,0.343,0.516
LEMD,2026-06-05,2,C,28.75,0.98,28.43,1.24,29.0,29°C,1.0,0.0,0.378,0.283,0.255,0.392
LEMD,2026-06-05,3,C,28.7,1.04,28.37,1.31,29.0,29°C,1.0,0.0,0.357,0.266,0.277,0.426
LFPB,2026-06-05,1,C,18.84,0.69,18.47,1.0,20.0,20°C,0.0,0.0,0.16,0.129,0.8,1.024
LFPB,2026-06-05,2,C,19.8,1.14,19.27,1.58,20.0,20°C,1.0,0.0,0.334,0.223,0.28,0.503
LFPB,2026-06-05,3,C,19.66,1.29,19.13,1.78,20.0,20°C,1.0,0.0,0.291,0.197,0.338,0.582
LIMC,2026-06-05,1,C,25.6,0.71,24.7,1.2,26.0,26°C,1.0,0.0,0.451,0.186,0.255,0.793
LIMC,2026-06-05,2,C,24.99,1.19,23.8,2.01,26.0,26°C,0.0,0.0,0.231,0.109,0.603,1.344
LIMC,2026-06-05,3,C,25.98,1.52,24.6,2.47,26.0,26°C,1.0,0.0,0.258,0.137,0.355,0.885
RCSS,2026-06-05,2,C,30.08,2.84,29.57,2.96,28.0,28°C,0.0,0.0,0.107,0.117,1.244,1.016
RCSS,2026-06-05,3,C,29.61,2.85,29.13,2.88,28.0,28°C,0.0,0.0,0.119,0.127,1.02,0.849
RJTT,2026-06-05,2,C,22.38,1.08,21.83,1.57,20.0,20°C,0.0,0.0,0.037,0.129,1.783,1.136
RJTT,2026-06-05,3,C,22.96,1.3,22.33,1.8,20.0,20°C,0.0,0.0,0.026,0.097,2.236,1.482
RKSI,2026-06-05,2,C,24.21,2.42,21.37,3.41,23.0,23°C,0.0,0.0,0.145,0.104,0.802,1.103
RKSI,2026-06-05,3,C,25.19,2.72,22.27,3.69,23.0,23°C,0.0,0.0,0.106,0.106,1.303,0.921
ZBAA,2026-06-05,2,C,28.88,1.62,28.07,2.13,28.0,28°C,0.0,1.0,0.21,0.186,0.567,0.498
ZBAA,2026-06-05,3,C,28.79,2.13,27.87,2.18,28.0,28°C,0.0,1.0,0.173,0.181,0.613,0.512
ZSPD,2026-06-05,2,C,26.39,1.21,25.3,1.47,26.0,26°C,1.0,0.0,0.306,0.239,0.331,0.474
ZSPD,2026-06-05,3,C,26.63,1.48,25.6,1.65,26.0,26°C,0.0,1.0,0.242,0.231,0.453,0.424
EDDM,2026-06-06,1,C,22.76,1.08,21.87,1.43,24.0,>= 24°C,0.0,0.0,0.246,0.126,0.768,1.413
EDDM,2026-06-06,2,C,21.41,1.37,20.83,1.77,24.0,>= 24°C,0.0,0.0,0.064,0.066,1.85,2.22
EDDM,2026-06-06,3,C,20.31,1.59,19.8,2.0,24.0,>= 24°C,0.0,0.0,0.023,0.032,2.806,3.096
EGLC,2026-06-06,1,C,17.47,0.76,17.33,0.96,17.0,17°C,1.0,1.0,0.414,0.376,0.29,0.27
EGLC,2026-06-06,2,C,17.41,1.0,17.17,1.22,17.0,17°C,1.0,1.0,0.354,0.315,0.3,0.295
EGLC,2026-06-06,3,C,16.97,1.2,16.7,1.43,17.0,17°C,1.0,1.0,0.324,0.267,0.28,0.36
KLGA,2026-06-06,1,F,91.89,1.62,91.3,2.42,91.0,90-91°F,0.0,1.0,0.334,0.305,0.571,0.58
KLGA,2026-06-06,2,F,93.49,3.1,93.2,4.81,91.0,90-91°F,0.0,0.0,0.161,0.141,1.482,1.518
KLGA,2026-06-06,3,F,93.01,3.32,92.9,4.93,91.0,90-91°F,0.0,0.0,0.179,0.143,1.249,1.44
KORD,2026-06-06,1,F,86.45,1.85,84.63,2.82,84.0,84-85°F,0.0,1.0,0.248,0.277,1.566,0.715
KORD,2026-06-06,2,F,86.92,2.71,85.17,3.44,84.0,84-85°F,0.0,1.0,0.196,0.225,1.78,0.961
KORD,2026-06-06,3,F,87.15,3.44,85.23,4.37,84.0,84-85°F,0.0,1.0,0.171,0.179,1.881,1.158
LEMD,2026-06-06,1,C,29.78,0.78,29.4,0.99,30.0,30°C,1.0,0.0,0.464,0.326,0.206,0.372
LEMD,2026-06-06,2,C,29.88,1.07,29.5,1.37,30.0,30°C,1.0,0.0,0.358,0.268,0.256,0.391
LEMD,2026-06-06,3,C,30.37,1.09,29.97,1.38,30.0,30°C,1.0,1.0,0.335,0.282,0.303,0.324
LFPB,2026-06-06,1,C,21.04,0.65,20.67,0.95,21.0,21°C,1.0,1.0,0.558,0.378,0.153,0.269
LFPB,2026-06-06,2,C,21.7,0.99,21.3,1.43,21.0,21°C,0.0,1.0,0.306,0.269,0.423,0.358
LFPB,2026-06-06,3,C,21.85,1.28,21.53,1.85,21.0,21°C,0.0,0.0,0.246,0.205,0.518,0.492
LIMC,2026-06-06,1,C,24.49,0.68,23.73,1.15,24.0,24°C,1.0,1.0,0.431,0.327,0.295,0.294
LIMC,2026-06-06,2,C,24.26,1.04,23.37,1.6,24.0,24°C,1.0,0.0,0.358,0.228,0.269,0.472
LIMC,2026-06-06,3,C,24.29,1.2,23.43,1.69,24.0,24°C,1.0,0.0,0.314,0.221,0.308,0.47
RCSS,2026-06-06,2,C,28.43,2.76,27.77,2.88,29.0,29°C,0.0,0.0,0.141,0.126,0.692,0.881
RCSS,2026-06-06,3,C,28.84,3.22,28.33,3.38,29.0,29°C,0.0,0.0,0.123,0.115,0.757,0.842
RJTT,2026-06-06,2,C,22.73,1.03,22.13,1.45,22.0,22°C,0.0,1.0,0.295,0.269,0.44,0.344
RJTT,2026-06-06,3,C,22.85,1.26,22.27,1.65,22.0,22°C,0.0,1.0,0.248,0.236,0.516,0.402
RKSI,2026-06-06,2,C,26.28,2.76,23.83,3.8,24.0,24°C,0.0,0.0,0.102,0.105,1.358,0.891
RKSI,2026-06-06,3,C,26.88,3.47,24.3,4.57,24.0,24°C,0.0,0.0,0.081,0.087,1.711,1.076
ZBAA,2026-06-06,2,C,22.5,1.63,21.03,2.12,21.0,<= 22°C,1.0,1.0,0.501,0.755,0.894,0.496
ZBAA,2026-06-06,3,C,22.34,2.23,20.9,2.74,21.0,<= 22°C,1.0,1.0,0.529,0.721,0.831,0.641
ZSPD,2026-06-06,2,C,25.22,1.21,24.27,1.5,26.0,26°C,0.0,0.0,0.264,0.137,0.476,1.072
ZSPD,2026-06-06,3,C,26.18,1.5,25.03,1.84,26.0,26°C,1.0,0.0,0.26,0.187,0.358,0.628
EDDM,2026-06-07,1,C,23.1,1.07,22.17,1.46,24.0,24°C,0.0,0.0,0.26,0.125,0.534,1.156
EDDM,2026-06-07,2,C,22.39,1.54,21.43,1.97,24.0,24°C,0.0,0.0,0.151,0.087,0.973,1.634
EDDM,2026-06-07,3,C,22.91,1.63,22.1,2.03,24.0,24°C,0.0,0.0,0.194,0.127,0.663,1.136
EGLC,2026-06-07,1,C,19.14,0.68,18.93,0.86,19.0,19°C,1.0,1.0,0.527,0.439,0.17,0.202
EGLC,2026-06-07,2,C,19.98,1.08,19.67,1.31,19.0,19°C,0.0,0.0,0.244,0.262,0.582,0.439
EGLC,2026-06-07,3,C,20.57,1.29,20.37,1.58,19.0,19°C,0.0,0.0,0.15,0.173,0.978,0.814
KLGA,2026-06-07,1,F,83.73,1.43,82.67,1.96,81.0,80-81°F,0.0,0.0,0.058,0.223,1.954,0.994
KLGA,2026-06-07,2,F,85.39,2.45,84.33,3.36,81.0,80-81°F,0.0,0.0,0.048,0.124,3.079,2.004
KLGA,2026-06-07,3,F,86.78,3.0,86.1,3.99,81.0,80-81°F,0.0,0.0,0.031,0.075,4.149,3.229
KORD,2026-06-07,1,F,83.29,1.54,81.63,1.63,83.0,82-83°F,1.0,1.0,0.431,0.406,0.383,0.813
KORD,2026-06-07,2,F,83.35,2.8,81.5,3.66,83.0,82-83°F,1.0,0.0,0.267,0.208,0.672,1.097
KORD,2026-06-07,3,F,83.04,3.6,81.0,4.8,83.0,82-83°F,1.0,0.0,0.217,0.157,0.841,1.449
LEMD,2026-06-07,1,C,32.4,0.75,31.97,0.96,33.0,33°C,0.0,0.0,0.377,0.234,0.356,0.63
LEMD,2026-06-07,2,C,33.17,0.97,32.73,1.23,33.0,33°C,1.0,1.0,0.388,0.309,0.239,0.31
LEMD,2026-06-07,3,C,33.27,1.06,32.83,1.34,33.0,33°C,1.0,1.0,0.352,0.288,0.274,0.322
LFPB,2026-06-07,1,C,23.04,0.62,22.6,0.9,23.0,23°C,1.0,1.0,0.581,0.386,0.145,0.28
LFPB,2026-06-07,2,C,22.34,1.05,22.0,1.52,23.0,23°C,0.0,0.0,0.305,0.209,0.406,0.609
LFPB,2026-06-07,3,C,21.98,1.59,21.57,2.33,23.0,23°C,0.0,0.0,0.202,0.141,0.625,0.886
LIMC,2026-06-07,1,C,27.75,0.74,26.87,1.27,27.0,27°C,0.0,1.0,0.323,0.305,0.45,0.302
LIMC,2026-06-07,2,C,27.84,1.21,26.67,1.94,27.0,27°C,0.0,1.0,0.256,0.2,0.505,0.477
LIMC,2026-06-07,3,C,27.6,1.24,26.63,1.77,27.0,27°C,0.0,1.0,0.28,0.218,0.404,0.443
RCSS,2026-06-07,2,C,31.79,2.84,31.73,3.01,35.0,35°C,0.0,0.0,0.074,0.074,1.979,1.994
RCSS,2026-06-07,3,C,33.82,3.16,33.93,3.27,35.0,35°C,0.0,0.0,0.117,0.115,0.914,0.902
RJTT,2026-06-07,2,C,21.85,1.08,21.23,1.59,21.0,21°C,0.0,1.0,0.268,0.244,0.504,0.385
RJTT,2026-06-07,3,C,21.96,1.23,21.33,1.51,21.0,21°C,0.0,1.0,0.236,0.253,0.575,0.382
RKSI,2026-06-07,2,C,25.48,2.1,23.0,2.83,24.0,24°C,0.0,0.0,0.147,0.132,0.891,0.801
RKSI,2026-06-07,3,C,25.89,2.51,23.33,3.18,24.0,24°C,0.0,0.0,0.119,0.122,1.129,0.798
ZBAA,2026-06-07,2,C,28.04,1.59,26.93,1.97,26.0,26°C,0.0,0.0,0.112,0.18,1.29,0.633
ZBAA,2026-06-07,3,C,27.87,2.23,26.83,2.74,26.0,26°C,0.0,0.0,0.126,0.138,1.11,0.741
ZSPD,2026-06-07,2,C,27.03,1.21,25.83,1.56,27.0,27°C,1.0,0.0,0.319,0.192,0.284,0.697
ZSPD,2026-06-07,3,C,26.53,1.49,25.5,1.75,27.0,27°C,1.0,0.0,0.251,0.157,0.407,0.893
EDDM,2026-06-08,1,C,27.28,1.04,26.1,1.4,27.0,27°C,1.0,0.0,0.358,0.229,0.273,0.55
EDDM,2026-06-08,2,C,26.83,1.43,25.7,1.84,27.0,27°C,1.0,0.0,0.272,0.168,0.342,0.782
EDDM,2026-06-08,3,C,27.14,1.87,25.73,2.31,27.0,27°C,1.0,0.0,0.21,0.148,0.442,0.811
EGLC,2026-06-08,1,C,17.04,0.7,16.8,0.88,16.0,16°C,0.0,0.0,0.208,0.297,0.684,0.477
EGLC,2026-06-08,2,C,17.87,1.25,17.47,1.55,16.0,16°C,0.0,0.0,0.107,0.164,1.242,0.878
EGLC,2026-06-08,3,C,18.09,1.27,17.77,1.54,16.0,16°C,0.0,0.0,0.084,0.135,1.43,1.089
KLGA,2026-06-08,1,F,76.94,1.52,75.53,2.19,74.0,74-75°F,0.0,0.0,0.16,0.317,2.111,0.923
KLGA,2026-06-08,2,F,77.86,2.43,76.47,3.33,74.0,74-75°F,0.0,0.0,0.129,0.199,2.605,1.476
KLGA,2026-06-08,3,F,78.54,2.99,77.23,3.9,74.0,74-75°F,0.0,0.0,0.108,0.159,3.025,1.924
KORD,2026-06-08,1,F,83.12,1.54,81.43,1.62,84.0,84-85°F,0.0,0.0,0.341,0.095,0.557,1.732
KORD,2026-06-08,2,F,85.79,2.66,84.2,3.21,84.0,84-85°F,0.0,1.0,0.262,0.244,1.085,0.755
KORD,2026-06-08,3,F,83.91,3.4,82.27,4.17,84.0,84-85°F,1.0,0.0,0.228,0.165,0.797,1.258
LEMD,2026-06-08,1,C,33.51,0.85,33.03,1.1,34.0,34°C,1.0,0.0,0.382,0.245,0.31,0.576
LEMD,2026-06-08,2,C,33.73,1.01,33.27,1.29,34.0,34°C,1.0,0.0,0.367,0.259,0.265,0.463
LEMD,2026-06-08,3,C,33.68,1.07,33.23,1.36,34.0,34°C,1.0,0.0,0.344,0.246,0.288,0.486
LFPB,2026-06-08,1,C,22.89,0.68,22.57,1.01,22.0,22°C,0.0,0.0,0.263,0.328,0.567,0.36
LFPB,2026-06-08,2,C,21.7,1.19,21.43,1.75,22.0,22°C,1.0,0.0,0.315,0.214,0.309,0.482
LFPB,2026-06-08,3,C,22.07,1.31,21.93,1.83,22.0,22°C,1.0,1.0,0.298,0.215,0.307,0.428
LIMC,2026-06-08,1,C,28.56,0.73,27.63,1.24,29.0,29°C,1.0,0.0,0.436,0.176,0.271,0.837
LIMC,2026-06-08,2,C,28.72,1.25,27.5,2.02,29.0,29°C,1.0,0.0,0.303,0.149,0.318,0.897
LIMC,2026-06-08,3,C,28.62,1.35,27.5,2.02,29.0,29°C,1.0,0.0,0.278,0.149,0.358,0.897
RCSS,2026-06-08,2,C,30.34,2.67,29.87,2.76,34.0,34°C,0.0,0.0,0.059,0.047,2.362,2.739
RCSS,2026-06-08,3,C,32.48,2.94,32.37,2.99,34.0,34°C,0.0,0.0,0.118,0.115,0.992,1.046
RJTT,2026-06-08,2,C,23.36,1.04,22.9,1.45,23.0,23°C,1.0,1.0,0.35,0.269,0.292,0.342
RJTT,2026-06-08,3,C,24.0,1.3,23.67,1.74,23.0,23°C,0.0,0.0,0.226,0.211,0.599,0.507
RKSI,2026-06-08,2,C,25.11,2.42,22.37,3.41,24.0,24°C,0.0,0.0,0.148,0.104,0.765,1.103
RKSI,2026-06-08,3,C,25.19,2.84,22.17,3.87,24.0,24°C,0.0,0.0,0.128,0.092,0.86,1.244
ZBAA,2026-06-08,2,C,30.5,1.67,29.67,2.34,29.0,29°C,0.0,0.0,0.159,0.162,0.894,0.623
ZBAA,2026-06-08,3,C,31.27,2.2,30.5,2.53,29.0,29°C,0.0,0.0,0.106,0.132,1.377,0.936
ZSPD,2026-06-08,2,C,23.31,1.21,22.33,1.52,23.0,23°C,1.0,0.0,0.31,0.235,0.315,0.471
ZSPD,2026-06-08,3,C,23.85,1.52,22.93,2.17,23.0,23°C,0.0,0.0,0.222,0.182,0.539,0.508
EDDM,2026-06-09,1,C,17.04,0.94,16.8,1.29,18.0,18°C,0.0,0.0,0.252,0.2,0.58,0.717
EDDM,2026-06-09,2,C,17.27,1.4,17.03,1.81,18.0,18°C,0.0,0.0,0.245,0.189,0.475,0.625
EDDM,2026-06-09,3,C,17.67,1.62,17.3,2.06,18.0,18°C,1.0,0.0,0.237,0.181,0.405,0.575
EGLC,2026-06-09,1,C,18.53,0.8,18.27,1.01,19.0,19°C,1.0,0.0,0.402,0.298,0.294,0.439
EGLC,2026-06-09,2,C,17.75,1.1,17.53,1.37,19.0,19°C,0.0,0.0,0.192,0.165,0.771,0.893
EGLC,2026-06-09,3,C,17.88,1.25,17.73,1.52,19.0,19°C,0.0,0.0,0.213,0.185,0.665,0.754
KLGA,2026-06-09,1,F,81.16,1.55,80.2,2.26,80.0,80-81°F,1.0,1.0,0.446,0.339,0.693,0.535
KLGA,2026-06-09,2,F,80.98,2.64,80.2,3.87,80.0,80-81°F,1.0,1.0,0.291,0.203,0.76,0.909
KLGA,2026-06-09,3,F,83.45,3.09,82.63,4.15,80.0,80-81°F,0.0,0.0,0.164,0.167,2.117,1.613
KORD,2026-06-09,1,F,88.91,1.64,87.13,2.05,87.0,86-87°F,0.0,1.0,0.176,0.358,1.182,0.482
KORD,2026-06-09,2,F,87.49,2.73,85.73,3.52,87.0,86-87°F,1.0,1.0,0.268,0.218,0.673,1.003
KORD,2026-06-09,3,F,89.76,3.52,87.83,4.7,87.0,86-87°F,0.0,0.0,0.147,0.162,1.644,1.157
LEMD,2026-06-09,1,C,32.7,0.78,32.27,0.99,33.0,33°C,1.0,0.0,0.451,0.3,0.227,0.439
LEMD,2026-06-09,2,C,32.69,1.01,32.3,1.27,33.0,33°C,1.0,0.0,0.364,0.264,0.273,0.447
LEMD,2026-06-09,3,C,32.87,1.06,32.47,1.34,33.0,33°C,1.0,0.0,0.36,0.27,0.254,0.397
LFPB,2026-06-09,1,C,19.31,0.67,18.93,0.96,19.0,19°C,1.0,1.0,0.499,0.397,0.213,0.226
LFPB,2026-06-09,2,C,19.67,1.07,19.2,1.49,19.0,19°C,0.0,1.0,0.3,0.26,0.411,0.36
LFPB,2026-06-09,3,C,19.04,1.11,18.7,1.55,19.0,19°C,1.0,1.0,0.348,0.248,0.26,0.386
LIMC,2026-06-09,1,C,27.79,0.74,26.87,1.25,28.0,28°C,1.0,0.0,0.484,0.21,0.196,0.676
LIMC,2026-06-09,2,C,27.38,1.23,26.17,1.99,28.0,28°C,0.0,0.0,0.28,0.131,0.411,1.095
LIMC,2026-06-09,3,C,27.52,1.28,26.5,1.85,28.0,28°C,1.0,0.0,0.284,0.154,0.369,0.893
RCSS,2026-06-09,2,C,27.23,2.65,26.2,2.73,26.0,26°C,0.0,1.0,0.135,0.145,0.842,0.645
RCSS,2026-06-09,3,C,27.97,2.9,27.1,2.96,26.0,26°C,0.0,0.0,0.109,0.125,1.191,0.853
RJTT,2026-06-09,2,C,23.68,1.33,23.37,2.36,22.0,22°C,0.0,0.0,0.136,0.142,1.063,0.858
RJTT,2026-06-09,3,C,24.23,1.39,23.97,2.12,22.0,22°C,0.0,0.0,0.082,0.122,1.508,1.175
RKSI,2026-06-09,2,C,25.76,2.39,23.0,3.47,25.0,25°C,0.0,0.0,0.158,0.097,0.654,1.258
RKSI,2026-06-09,3,C,25.44,2.6,22.73,3.33,25.0,25°C,0.0,0.0,0.15,0.095,0.637,1.371
ZBAA,2026-06-09,2,C,28.29,1.67,27.23,2.35,28.0,28°C,1.0,0.0,0.232,0.16,0.411,0.649
ZBAA,2026-06-09,3,C,28.56,2.23,27.27,2.61,28.0,28°C,0.0,0.0,0.172,0.146,0.577,0.691
ZSPD,2026-06-09,2,C,24.78,1.21,23.77,1.46,25.0,25°C,1.0,0.0,0.316,0.19,0.299,0.734
ZSPD,2026-06-09,3,C,24.81,1.49,23.63,1.77,25.0,25°C,1.0,0.0,0.261,0.166,0.358,0.815
EDDM,2026-06-10,1,C,12.78,0.94,12.83,1.29,13.0,13°C,1.0,1.0,0.397,0.3,0.239,0.309
EDDM,2026-06-10,2,C,14.26,1.43,14.03,1.83,13.0,13°C,0.0,0.0,0.189,0.184,0.749,0.655
EDDM,2026-06-10,3,C,14.16,1.57,14.23,1.96,13.0,13°C,0.0,0.0,0.192,0.166,0.692,0.758
EGLC,2026-06-10,1,C,16.36,0.82,16.03,1.01,17.0,17°C,0.0,0.0,0.351,0.249,0.38,0.58
EGLC,2026-06-10,2,C,17.36,1.35,17.13,1.7,17.0,17°C,1.0,1.0,0.28,0.23,0.353,0.402
EGLC,2026-06-10,3,C,16.32,1.27,16.13,1.54,17.0,17°C,0.0,0.0,0.267,0.218,0.44,0.55
KLGA,2026-06-10,1,F,83.13,1.62,82.27,2.43,83.0,82-83°F,1.0,1.0,0.433,0.317,0.383,0.655
KLGA,2026-06-10,2,F,82.32,2.55,81.47,3.64,83.0,82-83°F,1.0,0.0,0.304,0.208,0.668,1.103
KLGA,2026-06-10,3,F,80.73,3.54,80.3,5.4,83.0,82-83°F,0.0,0.0,0.197,0.135,1.389,1.79
KORD,2026-06-10,1,F,90.36,1.63,88.6,2.02,91.0,90-91°F,1.0,0.0,0.458,0.252,0.48,1.492
