capture_utc,station,target,model,unit,tmax
2026-07-13T17:41:42+00:00,SBGR,2026-07-14,ukmo,C,16.4
2026-07-13T17:41:42+00:00,SBGR,2026-07-15,aifs,C,20.9
2026-07-13T17:41:42+00:00,SBGR,2026-07-15,arpege,C,20.6
2026-07-13T17:41:42+00:00,SBGR,2026-07-15,cma,C,19.2
2026-07-13T17:41:42+00:00,SBGR,2026-07-15,ecmwf,C,20.0
2026-07-13T17:41:42+00:00,SBGR,2026-07-15,gfs13,C,22.6
2026-07-13T17:41:42+00:00,SBGR,2026-07-15,icon,C,20.7
2026-07-13T17:41:42+00:00,SBGR,2026-07-15,jma,C,20.0
2026-07-13T17:41:42+00:00,SBGR,2026-07-15,ukmo,C,19.4
2026-07-13T17:41:42+00:00,SBGR,2026-07-16,aifs,C,24.1
2026-07-13T17:41:42+00:00,SBGR,2026-07-16,arpege,C,24.4
2026-07-13T17:41:42+00:00,SBGR,2026-07-16,cma,C,22.9
2026-07-13T17:41:42+00:00,SBGR,2026-07-16,ecmwf,C,24.7
2026-07-13T17:41:42+00:00,SBGR,2026-07-16,gfs13,C,26.6
2026-07-13T17:41:42+00:00,SBGR,2026-07-16,icon,C,24.3
2026-07-13T17:41:42+00:00,SBGR,2026-07-16,jma,C,24.2
2026-07-13T17:41:42+00:00,SBGR,2026-07-16,ukmo,C,22.8
2026-07-13T17:41:42+00:00,WMKK,2026-07-14,aifs,C,31.6
2026-07-13T17:41:42+00:00,WMKK,2026-07-14,arpege,C,32.6
2026-07-13T17:41:42+00:00,WMKK,2026-07-14,cma,C,29.0
2026-07-13T17:41:42+00:00,WMKK,2026-07-14,ecmwf,C,31.5
2026-07-13T17:41:42+00:00,WMKK,2026-07-14,gfs13,C,29.7
2026-07-13T17:41:42+00:00,WMKK,2026-07-14,icon,C,31.1
2026-07-13T17:41:42+00:00,WMKK,2026-07-14,jma,C,28.8
2026-07-13T17:41:42+00:00,WMKK,2026-07-14,ukmo,C,31.5
2026-07-13T17:41:42+00:00,WMKK,2026-07-15,aifs,C,31.6
2026-07-13T17:41:42+00:00,WMKK,2026-07-15,arpege,C,33.1
2026-07-13T17:41:42+00:00,WMKK,2026-07-15,cma,C,29.6
2026-07-13T17:41:42+00:00,WMKK,2026-07-15,ecmwf,C,31.9
2026-07-13T17:41:42+00:00,WMKK,2026-07-15,gfs13,C,30.0
2026-07-13T17:41:42+00:00,WMKK,2026-07-15,icon,C,31.9
2026-07-13T17:41:42+00:00,WMKK,2026-07-15,jma,C,28.9
2026-07-13T17:41:42+00:00,WMKK,2026-07-15,ukmo,C,32.8
2026-07-13T17:41:42+00:00,WMKK,2026-07-16,aifs,C,31.7
2026-07-13T17:41:42+00:00,WMKK,2026-07-16,arpege,C,33.5
2026-07-13T17:41:42+00:00,WMKK,2026-07-16,cma,C,30.1
2026-07-13T17:41:42+00:00,WMKK,2026-07-16,ecmwf,C,29.7
2026-07-13T17:41:42+00:00,WMKK,2026-07-16,gfs13,C,31.0
2026-07-13T17:41:42+00:00,WMKK,2026-07-16,icon,C,32.0
2026-07-13T17:41:42+00:00,WMKK,2026-07-16,jma,C,28.7
2026-07-13T17:41:42+00:00,WMKK,2026-07-16,ukmo,C,31.1
2026-07-13T17:41:42+00:00,WSSS,2026-07-14,aifs,C,30.8
2026-07-13T17:41:42+00:00,WSSS,2026-07-14,arpege,C,30.5
2026-07-13T17:41:42+00:00,WSSS,2026-07-14,cma,C,29.6
2026-07-13T17:41:42+00:00,WSSS,2026-07-14,ecmwf,C,30.3
2026-07-13T17:41:42+00:00,WSSS,2026-07-14,gfs13,C,30.5
2026-07-13T17:41:42+00:00,WSSS,2026-07-14,icon,C,32.0
2026-07-13T17:41:42+00:00,WSSS,2026-07-14,jma,C,29.6
2026-07-13T17:41:42+00:00,WSSS,2026-07-14,ukmo,C,30.9
2026-07-13T17:41:42+00:00,WSSS,2026-07-15,aifs,C,31.4
2026-07-13T17:41:42+00:00,WSSS,2026-07-15,arpege,C,30.9
2026-07-13T17:41:42+00:00,WSSS,2026-07-15,cma,C,31.5
2026-07-13T17:41:42+00:00,WSSS,2026-07-15,ecmwf,C,29.4
2026-07-13T17:41:42+00:00,WSSS,2026-07-15,gfs13,C,31.5
2026-07-13T17:41:42+00:00,WSSS,2026-07-15,icon,C,32.0
2026-07-13T17:41:42+00:00,WSSS,2026-07-15,jma,C,29.3
2026-07-13T17:41:42+00:00,WSSS,2026-07-15,ukmo,C,31.6
2026-07-13T17:41:42+00:00,WSSS,2026-07-16,aifs,C,31.2
2026-07-13T17:41:42+00:00,WSSS,2026-07-16,arpege,C,30.0
2026-07-13T17:41:42+00:00,WSSS,2026-07-16,cma,C,29.7
2026-07-13T17:41:42+00:00,WSSS,2026-07-16,ecmwf,C,30.0
2026-07-13T17:41:42+00:00,WSSS,2026-07-16,gfs13,C,31.2
2026-07-13T17:41:42+00:00,WSSS,2026-07-16,icon,C,30.9
2026-07-13T17:41:42+00:00,WSSS,2026-07-16,jma,C,29.1
2026-07-13T17:41:42+00:00,WSSS,2026-07-16,ukmo,C,31.0
2026-07-13T17:41:42+00:00,ZBAA,2026-07-14,aifs,C,32.5
2026-07-13T17:41:42+00:00,ZBAA,2026-07-14,arpege,C,31.8
2026-07-13T17:41:42+00:00,ZBAA,2026-07-14,cma,C,33.2
2026-07-13T17:41:42+00:00,ZBAA,2026-07-14,ecmwf,C,33.5
2026-07-13T17:41:42+00:00,ZBAA,2026-07-14,gfs13,C,35.6
2026-07-13T17:41:42+00:00,ZBAA,2026-07-14,icon,C,34.2
2026-07-13T17:41:42+00:00,ZBAA,2026-07-14,jma,C,37.1
2026-07-13T17:41:42+00:00,ZBAA,2026-07-14,ukmo,C,34.0
2026-07-13T17:41:42+00:00,ZBAA,2026-07-15,aifs,C,35.8
2026-07-13T17:41:42+00:00,ZBAA,2026-07-15,arpege,C,32.9
2026-07-13T17:41:42+00:00,ZBAA,2026-07-15,cma,C,38.5
2026-07-13T17:41:42+00:00,ZBAA,2026-07-15,ecmwf,C,34.5
2026-07-13T17:41:42+00:00,ZBAA,2026-07-15,gfs13,C,37.3
2026-07-13T17:41:42+00:00,ZBAA,2026-07-15,icon,C,36.0
2026-07-13T17:41:42+00:00,ZBAA,2026-07-15,jma,C,39.2
2026-07-13T17:41:42+00:00,ZBAA,2026-07-15,ukmo,C,36.6
2026-07-13T17:41:42+00:00,ZBAA,2026-07-16,aifs,C,32.0
2026-07-13T17:41:42+00:00,ZBAA,2026-07-16,arpege,C,31.7
2026-07-13T17:41:42+00:00,ZBAA,2026-07-16,cma,C,37.2
2026-07-13T17:41:42+00:00,ZBAA,2026-07-16,ecmwf,C,33.0
2026-07-13T17:41:42+00:00,ZBAA,2026-07-16,gfs13,C,36.4
2026-07-13T17:41:42+00:00,ZBAA,2026-07-16,icon,C,36.0
2026-07-13T17:41:42+00:00,ZBAA,2026-07-16,jma,C,39.9
2026-07-13T17:41:42+00:00,ZBAA,2026-07-16,ukmo,C,36.1
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-14,aifs,C,28.7
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-14,arpege,C,28.5
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-14,cma,C,30.3
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-14,ecmwf,C,29.6
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-14,gfs13,C,31.4
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-14,icon,C,28.7
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-14,jma,C,28.0
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-14,ukmo,C,30.2
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-15,aifs,C,28.8
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-15,arpege,C,29.8
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-15,cma,C,29.6
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-15,ecmwf,C,29.7
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-15,gfs13,C,27.9
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-15,icon,C,29.8
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-15,jma,C,30.1
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-15,ukmo,C,30.4
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-16,aifs,C,29.8
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-16,arpege,C,30.1
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-16,cma,C,30.3
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-16,ecmwf,C,29.8
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-16,gfs13,C,27.5
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-16,icon,C,30.2
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-16,jma,C,30.1
2026-07-13T17:41:42+00:00,ZGSZ,2026-07-16,ukmo,C,30.6
2026-07-13T17:41:42+00:00,ZSPD,2026-07-14,aifs,C,33.1
2026-07-13T17:41:42+00:00,ZSPD,2026-07-14,arpege,C,31.5
2026-07-13T17:41:42+00:00,ZSPD,2026-07-14,cma,C,36.2
2026-07-13T17:41:42+00:00,ZSPD,2026-07-14,ecmwf,C,33.8
2026-07-13T17:41:42+00:00,ZSPD,2026-07-14,gfs13,C,33.0
2026-07-13T17:41:42+00:00,ZSPD,2026-07-14,icon,C,34.7
2026-07-13T17:41:42+00:00,ZSPD,2026-07-14,jma,C,29.9
2026-07-13T17:41:42+00:00,ZSPD,2026-07-14,ukmo,C,37.0
2026-07-13T17:41:42+00:00,ZSPD,2026-07-15,aifs,C,34.2
2026-07-13T17:41:42+00:00,ZSPD,2026-07-15,arpege,C,32.6
2026-07-13T17:41:42+00:00,ZSPD,2026-07-15,cma,C,36.4
2026-07-13T17:41:42+00:00,ZSPD,2026-07-15,ecmwf,C,35.5
2026-07-13T17:41:42+00:00,ZSPD,2026-07-15,gfs13,C,35.8
2026-07-13T17:41:42+00:00,ZSPD,2026-07-15,icon,C,37.5
2026-07-13T17:41:42+00:00,ZSPD,2026-07-15,jma,C,31.0
2026-07-13T17:41:42+00:00,ZSPD,2026-07-15,ukmo,C,38.4
2026-07-13T17:41:42+00:00,ZSPD,2026-07-16,aifs,C,34.1
2026-07-13T17:41:42+00:00,ZSPD,2026-07-16,arpege,C,34.3
2026-07-13T17:41:42+00:00,ZSPD,2026-07-16,cma,C,37.5
2026-07-13T17:41:42+00:00,ZSPD,2026-07-16,ecmwf,C,35.6
2026-07-13T17:41:42+00:00,ZSPD,2026-07-16,gfs13,C,35.0
2026-07-13T17:41:42+00:00,ZSPD,2026-07-16,icon,C,37.9
2026-07-13T17:41:42+00:00,ZSPD,2026-07-16,jma,C,32.0
2026-07-13T17:41:42+00:00,ZSPD,2026-07-16,ukmo,C,36.5
2026-07-13T19:48:30+00:00,CYYZ,2026-07-13,aifs,C,32.8
2026-07-13T19:48:30+00:00,CYYZ,2026-07-13,arpege,C,31.8
2026-07-13T19:48:30+00:00,CYYZ,2026-07-13,cma,C,32.6
2026-07-13T19:48:30+00:00,CYYZ,2026-07-13,ecmwf,C,31.3
2026-07-13T19:48:30+00:00,CYYZ,2026-07-13,gfs13,C,30.5
2026-07-13T19:48:30+00:00,CYYZ,2026-07-13,icon,C,32.3
2026-07-13T19:48:30+00:00,CYYZ,2026-07-13,jma,C,26.9
2026-07-13T19:48:30+00:00,CYYZ,2026-07-13,ukmo,C,33.6
2026-07-13T19:48:30+00:00,CYYZ,2026-07-14,aifs,C,36.7
2026-07-13T19:48:30+00:00,CYYZ,2026-07-14,arpege,C,35.7
2026-07-13T19:48:30+00:00,CYYZ,2026-07-14,cma,C,38.9
2026-07-13T19:48:30+00:00,CYYZ,2026-07-14,ecmwf,C,35.6
2026-07-13T19:48:30+00:00,CYYZ,2026-07-14,gfs13,C,34.2
2026-07-13T19:48:30+00:00,CYYZ,2026-07-14,icon,C,36.4
2026-07-13T19:48:30+00:00,CYYZ,2026-07-14,jma,C,30.0
2026-07-13T19:48:30+00:00,CYYZ,2026-07-14,ukmo,C,37.6
2026-07-13T19:48:30+00:00,CYYZ,2026-07-15,aifs,C,31.3
2026-07-13T19:48:30+00:00,CYYZ,2026-07-15,arpege,C,33.9
2026-07-13T19:48:30+00:00,CYYZ,2026-07-15,cma,C,35.1
2026-07-13T19:48:30+00:00,CYYZ,2026-07-15,ecmwf,C,33.3
2026-07-13T19:48:30+00:00,CYYZ,2026-07-15,gfs13,C,31.9
2026-07-13T19:48:30+00:00,CYYZ,2026-07-15,icon,C,31.2
2026-07-13T19:48:30+00:00,CYYZ,2026-07-15,jma,C,27.3
2026-07-13T19:48:30+00:00,CYYZ,2026-07-15,ukmo,C,31.8
2026-07-13T19:48:30+00:00,EDDM,2026-07-13,aifs,C,29.3
2026-07-13T19:48:30+00:00,EDDM,2026-07-13,arpege,C,29.8
2026-07-13T19:48:30+00:00,EDDM,2026-07-13,cma,C,27.6
2026-07-13T19:48:30+00:00,EDDM,2026-07-13,ecmwf,C,28.8
2026-07-13T19:48:30+00:00,EDDM,2026-07-13,gfs13,C,28.2
2026-07-13T19:48:30+00:00,EDDM,2026-07-13,icon,C,30.7
2026-07-13T19:48:30+00:00,EDDM,2026-07-13,jma,C,27.8
2026-07-13T19:48:30+00:00,EDDM,2026-07-13,ukmo,C,30.4
2026-07-13T19:48:30+00:00,EDDM,2026-07-14,aifs,C,27.8
2026-07-13T19:48:30+00:00,EDDM,2026-07-14,arpege,C,29.0
2026-07-13T19:48:30+00:00,EDDM,2026-07-14,cma,C,26.6
2026-07-13T19:48:30+00:00,EDDM,2026-07-14,ecmwf,C,27.6
2026-07-13T19:48:30+00:00,EDDM,2026-07-14,gfs13,C,27.9
2026-07-13T19:48:30+00:00,EDDM,2026-07-14,icon,C,27.1
2026-07-13T19:48:30+00:00,EDDM,2026-07-14,jma,C,23.7
2026-07-13T19:48:30+00:00,EDDM,2026-07-14,ukmo,C,29.1
2026-07-13T19:48:30+00:00,EDDM,2026-07-15,aifs,C,24.6
2026-07-13T19:48:30+00:00,EDDM,2026-07-15,arpege,C,25.0
2026-07-13T19:48:30+00:00,EDDM,2026-07-15,cma,C,25.1
2026-07-13T19:48:30+00:00,EDDM,2026-07-15,ecmwf,C,25.4
2026-07-13T19:48:30+00:00,EDDM,2026-07-15,gfs13,C,26.8
2026-07-13T19:48:30+00:00,EDDM,2026-07-15,icon,C,26.3
2026-07-13T19:48:30+00:00,EDDM,2026-07-15,jma,C,23.2
2026-07-13T19:48:30+00:00,EDDM,2026-07-15,ukmo,C,27.8
2026-07-13T19:48:30+00:00,EDDM,2026-07-16,aifs,C,26.6
2026-07-13T19:48:30+00:00,EDDM,2026-07-16,arpege,C,27.5
2026-07-13T19:48:30+00:00,EDDM,2026-07-16,cma,C,24.6
2026-07-13T19:48:30+00:00,EDDM,2026-07-16,ecmwf,C,27.4
2026-07-13T19:48:30+00:00,EDDM,2026-07-16,gfs13,C,28.7
2026-07-13T19:48:30+00:00,EDDM,2026-07-16,icon,C,29.1
2026-07-13T19:48:30+00:00,EDDM,2026-07-16,jma,C,24.6
2026-07-13T19:48:30+00:00,EDDM,2026-07-16,ukmo,C,29.1
2026-07-13T19:48:30+00:00,EFHK,2026-07-13,aifs,C,20.1
2026-07-13T19:48:30+00:00,EFHK,2026-07-13,arpege,C,23.4
2026-07-13T19:48:30+00:00,EFHK,2026-07-13,cma,C,23.1
2026-07-13T19:48:30+00:00,EFHK,2026-07-13,ecmwf,C,21.8
2026-07-13T19:48:30+00:00,EFHK,2026-07-13,gfs13,C,25.2
2026-07-13T19:48:30+00:00,EFHK,2026-07-13,icon,C,21.0
2026-07-13T19:48:30+00:00,EFHK,2026-07-13,jma,C,21.9
2026-07-13T19:48:30+00:00,EFHK,2026-07-13,ukmo,C,22.5
2026-07-13T19:48:30+00:00,EFHK,2026-07-14,aifs,C,23.4
2026-07-13T19:48:30+00:00,EFHK,2026-07-14,arpege,C,25.3
2026-07-13T19:48:30+00:00,EFHK,2026-07-14,cma,C,26.5
2026-07-13T19:48:30+00:00,EFHK,2026-07-14,ecmwf,C,22.6
2026-07-13T19:48:30+00:00,EFHK,2026-07-14,gfs13,C,25.5
2026-07-13T19:48:30+00:00,EFHK,2026-07-14,icon,C,21.5
2026-07-13T19:48:30+00:00,EFHK,2026-07-14,jma,C,24.3
2026-07-13T19:48:30+00:00,EFHK,2026-07-14,ukmo,C,24.5
2026-07-13T19:48:30+00:00,EFHK,2026-07-15,aifs,C,26.5
2026-07-13T19:48:30+00:00,EFHK,2026-07-15,arpege,C,26.3
2026-07-13T19:48:30+00:00,EFHK,2026-07-15,cma,C,27.4
2026-07-13T19:48:30+00:00,EFHK,2026-07-15,ecmwf,C,25.9
2026-07-13T19:48:30+00:00,EFHK,2026-07-15,gfs13,C,27.4
2026-07-13T19:48:30+00:00,EFHK,2026-07-15,icon,C,24.6
2026-07-13T19:48:30+00:00,EFHK,2026-07-15,jma,C,28.0
2026-07-13T19:48:30+00:00,EFHK,2026-07-15,ukmo,C,26.4
2026-07-13T19:48:30+00:00,EFHK,2026-07-16,aifs,C,22.4
2026-07-13T19:48:30+00:00,EFHK,2026-07-16,arpege,C,22.1
2026-07-13T19:48:30+00:00,EFHK,2026-07-16,cma,C,24.8
2026-07-13T19:48:30+00:00,EFHK,2026-07-16,ecmwf,C,21.7
2026-07-13T19:48:30+00:00,EFHK,2026-07-16,gfs13,C,22.5
2026-07-13T19:48:30+00:00,EFHK,2026-07-16,icon,C,21.5
2026-07-13T19:48:30+00:00,EFHK,2026-07-16,jma,C,27.5
2026-07-13T19:48:30+00:00,EFHK,2026-07-16,ukmo,C,23.5
2026-07-13T19:48:30+00:00,EGLC,2026-07-13,aifs,C,25.0
2026-07-13T19:48:30+00:00,EGLC,2026-07-13,arpege,C,27.1
2026-07-13T19:48:30+00:00,EGLC,2026-07-13,cma,C,23.6
2026-07-13T19:48:30+00:00,EGLC,2026-07-13,ecmwf,C,26.9
2026-07-13T19:48:30+00:00,EGLC,2026-07-13,gfs13,C,27.6
2026-07-13T19:48:30+00:00,EGLC,2026-07-13,icon,C,25.8
2026-07-13T19:48:30+00:00,EGLC,2026-07-13,jma,C,23.8
2026-07-13T19:48:30+00:00,EGLC,2026-07-13,ukmo,C,26.1
2026-07-13T19:48:30+00:00,EGLC,2026-07-14,aifs,C,28.1
2026-07-13T19:48:30+00:00,EGLC,2026-07-14,arpege,C,29.4
2026-07-13T19:48:30+00:00,EGLC,2026-07-14,cma,C,25.9
2026-07-13T19:48:30+00:00,EGLC,2026-07-14,ecmwf,C,29.5
2026-07-13T19:48:30+00:00,EGLC,2026-07-14,gfs13,C,30.0
2026-07-13T19:48:30+00:00,EGLC,2026-07-14,icon,C,29.6
2026-07-13T19:48:30+00:00,EGLC,2026-07-14,jma,C,26.6
2026-07-13T19:48:30+00:00,EGLC,2026-07-14,ukmo,C,28.4
2026-07-13T19:48:30+00:00,EGLC,2026-07-15,aifs,C,27.8
2026-07-13T19:48:30+00:00,EGLC,2026-07-15,arpege,C,29.2
2026-07-13T19:48:30+00:00,EGLC,2026-07-15,cma,C,25.1
2026-07-13T19:48:30+00:00,EGLC,2026-07-15,ecmwf,C,28.5
2026-07-13T19:48:30+00:00,EGLC,2026-07-15,gfs13,C,29.1
2026-07-13T19:48:30+00:00,EGLC,2026-07-15,icon,C,28.5
2026-07-13T19:48:30+00:00,EGLC,2026-07-15,jma,C,27.6
2026-07-13T19:48:30+00:00,EGLC,2026-07-15,ukmo,C,27.8
2026-07-13T19:48:30+00:00,EGLC,2026-07-16,aifs,C,27.5
2026-07-13T19:48:30+00:00,EGLC,2026-07-16,arpege,C,29.4
2026-07-13T19:48:30+00:00,EGLC,2026-07-16,cma,C,25.8
2026-07-13T19:48:30+00:00,EGLC,2026-07-16,ecmwf,C,28.4
2026-07-13T19:48:30+00:00,EGLC,2026-07-16,gfs13,C,28.2
2026-07-13T19:48:30+00:00,EGLC,2026-07-16,icon,C,28.7
2026-07-13T19:48:30+00:00,EGLC,2026-07-16,jma,C,27.7
2026-07-13T19:48:30+00:00,EGLC,2026-07-16,ukmo,C,27.6
2026-07-13T19:48:30+00:00,KATL,2026-07-13,aifs,F,79.8
2026-07-13T19:48:30+00:00,KATL,2026-07-13,arpege,F,79.4
2026-07-13T19:48:30+00:00,KATL,2026-07-13,cma,F,81.1
2026-07-13T19:48:30+00:00,KATL,2026-07-13,ecmwf,F,80.5
2026-07-13T19:48:30+00:00,KATL,2026-07-13,gfs13,F,83.9
2026-07-13T19:48:30+00:00,KATL,2026-07-13,icon,F,80.8
2026-07-13T19:48:30+00:00,KATL,2026-07-13,jma,F,79.3
2026-07-13T19:48:30+00:00,KATL,2026-07-13,ukmo,F,78.9
2026-07-13T19:48:30+00:00,KATL,2026-07-14,aifs,F,78.2
2026-07-13T19:48:30+00:00,KATL,2026-07-14,arpege,F,79.7
2026-07-13T19:48:30+00:00,KATL,2026-07-14,cma,F,81.4
2026-07-13T19:48:30+00:00,KATL,2026-07-14,ecmwf,F,80.2
2026-07-13T19:48:30+00:00,KATL,2026-07-14,gfs13,F,77.2
2026-07-13T19:48:30+00:00,KATL,2026-07-14,icon,F,78.4
2026-07-13T19:48:30+00:00,KATL,2026-07-14,jma,F,78.2
2026-07-13T19:48:30+00:00,KATL,2026-07-14,ukmo,F,79.9
2026-07-13T19:48:30+00:00,KATL,2026-07-15,aifs,F,82.4
2026-07-13T19:48:30+00:00,KATL,2026-07-15,arpege,F,83.0
2026-07-13T19:48:30+00:00,KATL,2026-07-15,cma,F,85.4
2026-07-13T19:48:30+00:00,KATL,2026-07-15,ecmwf,F,83.7
2026-07-13T19:48:30+00:00,KATL,2026-07-15,gfs13,F,85.0
2026-07-13T19:48:30+00:00,KATL,2026-07-15,icon,F,84.1
2026-07-13T19:48:30+00:00,KATL,2026-07-15,jma,F,83.3
2026-07-13T19:48:30+00:00,KATL,2026-07-15,ukmo,F,86.4
2026-07-13T19:48:30+00:00,KAUS,2026-07-13,aifs,F,89.8
2026-07-13T19:48:30+00:00,KAUS,2026-07-13,arpege,F,93.4
2026-07-13T19:48:30+00:00,KAUS,2026-07-13,cma,F,88.6
2026-07-13T19:48:30+00:00,KAUS,2026-07-13,ecmwf,F,91.6
2026-07-13T19:48:30+00:00,KAUS,2026-07-13,gfs13,F,98.2
2026-07-13T19:48:30+00:00,KAUS,2026-07-13,icon,F,89.1
2026-07-13T19:48:30+00:00,KAUS,2026-07-13,jma,F,83.4
2026-07-13T19:48:30+00:00,KAUS,2026-07-13,ukmo,F,94.8
2026-07-13T19:48:30+00:00,KAUS,2026-07-14,aifs,F,80.4
2026-07-13T19:48:30+00:00,KAUS,2026-07-14,arpege,F,81.0
2026-07-13T19:48:30+00:00,KAUS,2026-07-14,cma,F,81.8
2026-07-13T19:48:30+00:00,KAUS,2026-07-14,ecmwf,F,85.8
2026-07-13T19:48:30+00:00,KAUS,2026-07-14,gfs13,F,83.8
2026-07-13T19:48:30+00:00,KAUS,2026-07-14,icon,F,82.4
2026-07-13T19:48:30+00:00,KAUS,2026-07-14,jma,F,81.2
2026-07-13T19:48:30+00:00,KAUS,2026-07-14,ukmo,F,85.4
2026-07-13T19:48:30+00:00,KAUS,2026-07-15,aifs,F,77.9
2026-07-13T19:48:30+00:00,KAUS,2026-07-15,arpege,F,80.7
2026-07-13T19:48:30+00:00,KAUS,2026-07-15,cma,F,80.2
2026-07-13T19:48:30+00:00,KAUS,2026-07-15,ecmwf,F,81.6
2026-07-13T19:48:30+00:00,KAUS,2026-07-15,gfs13,F,75.2
2026-07-13T19:48:30+00:00,KAUS,2026-07-15,icon,F,85.8
2026-07-13T19:48:30+00:00,KAUS,2026-07-15,jma,F,80.5
2026-07-13T19:48:30+00:00,KAUS,2026-07-15,ukmo,F,78.9
2026-07-13T19:48:30+00:00,KDAL,2026-07-13,aifs,F,81.7
2026-07-13T19:48:30+00:00,KDAL,2026-07-13,arpege,F,82.1
2026-07-13T19:48:30+00:00,KDAL,2026-07-13,cma,F,88.3
2026-07-13T19:48:30+00:00,KDAL,2026-07-13,ecmwf,F,82.5
2026-07-13T19:48:30+00:00,KDAL,2026-07-13,gfs13,F,91.3
2026-07-13T19:48:30+00:00,KDAL,2026-07-13,icon,F,84.7
2026-07-13T19:48:30+00:00,KDAL,2026-07-13,jma,F,83.9
2026-07-13T19:48:30+00:00,KDAL,2026-07-13,ukmo,F,87.7
2026-07-13T19:48:30+00:00,KDAL,2026-07-14,aifs,F,84.0
2026-07-13T19:48:30+00:00,KDAL,2026-07-14,arpege,F,80.5
2026-07-13T19:48:30+00:00,KDAL,2026-07-14,cma,F,84.3
2026-07-13T19:48:30+00:00,KDAL,2026-07-14,ecmwf,F,85.3
2026-07-13T19:48:30+00:00,KDAL,2026-07-14,gfs13,F,89.5
2026-07-13T19:48:30+00:00,KDAL,2026-07-14,icon,F,79.1
2026-07-13T19:48:30+00:00,KDAL,2026-07-14,jma,F,86.5
2026-07-13T19:48:30+00:00,KDAL,2026-07-14,ukmo,F,88.3
2026-07-13T19:48:30+00:00,KDAL,2026-07-15,aifs,F,83.2
2026-07-13T19:48:30+00:00,KDAL,2026-07-15,arpege,F,81.5
2026-07-13T19:48:30+00:00,KDAL,2026-07-15,cma,F,86.2
2026-07-13T19:48:30+00:00,KDAL,2026-07-15,ecmwf,F,85.9
2026-07-13T19:48:30+00:00,KDAL,2026-07-15,gfs13,F,90.4
2026-07-13T19:48:30+00:00,KDAL,2026-07-15,icon,F,84.5
2026-07-13T19:48:30+00:00,KDAL,2026-07-15,jma,F,86.3
2026-07-13T19:48:30+00:00,KDAL,2026-07-15,ukmo,F,83.9
2026-07-13T19:48:30+00:00,KHOU,2026-07-13,aifs,F,83.9
2026-07-13T19:48:30+00:00,KHOU,2026-07-13,arpege,F,81.8
2026-07-13T19:48:30+00:00,KHOU,2026-07-13,cma,F,87.1
2026-07-13T19:48:30+00:00,KHOU,2026-07-13,ecmwf,F,85.2
2026-07-13T19:48:30+00:00,KHOU,2026-07-13,gfs13,F,85.6
2026-07-13T19:48:30+00:00,KHOU,2026-07-13,icon,F,86.8
2026-07-13T19:48:30+00:00,KHOU,2026-07-13,jma,F,83.6
2026-07-13T19:48:30+00:00,KHOU,2026-07-13,ukmo,F,85.4
2026-07-13T19:48:30+00:00,KHOU,2026-07-14,aifs,F,78.9
2026-07-13T19:48:30+00:00,KHOU,2026-07-14,arpege,F,82.8
2026-07-13T19:48:30+00:00,KHOU,2026-07-14,cma,F,80.6
2026-07-13T19:48:30+00:00,KHOU,2026-07-14,ecmwf,F,79.9
2026-07-13T19:48:30+00:00,KHOU,2026-07-14,gfs13,F,78.2
2026-07-13T19:48:30+00:00,KHOU,2026-07-14,icon,F,80.9
2026-07-13T19:48:30+00:00,KHOU,2026-07-14,jma,F,83.3
2026-07-13T19:48:30+00:00,KHOU,2026-07-14,ukmo,F,81.6
2026-07-13T19:48:30+00:00,KHOU,2026-07-15,aifs,F,83.3
2026-07-13T19:48:30+00:00,KHOU,2026-07-15,arpege,F,85.5
2026-07-13T19:48:30+00:00,KHOU,2026-07-15,cma,F,85.5
2026-07-13T19:48:30+00:00,KHOU,2026-07-15,ecmwf,F,84.1
2026-07-13T19:48:30+00:00,KHOU,2026-07-15,gfs13,F,84.0
2026-07-13T19:48:30+00:00,KHOU,2026-07-15,icon,F,87.1
2026-07-13T19:48:30+00:00,KHOU,2026-07-15,jma,F,82.7
2026-07-13T19:48:30+00:00,KHOU,2026-07-15,ukmo,F,92.3
2026-07-13T19:48:30+00:00,KLAX,2026-07-13,aifs,F,83.1
