station,pws_id,date,tmax_pws,unit
LEMD,IMADRI265,2026-03-22,20.1,C
LEMD,IMADRI265,2026-03-16,21.3,C
LEMD,IMADRI265,2026-03-10,13.1,C
LEMD,IMADRI265,2026-03-04,17.5,C
LEMD,IMADRI265,2026-02-26,22.2,C
LEMD,IMADRI265,2026-02-20,14.8,C
LEMD,IMADRI265,2026-02-14,12.1,C
LEMD,IMADRI265,2026-02-08,12.1,C
LEMD,IMADRI265,2026-02-02,9.6,C
LEMD,IMADRI265,2026-01-27,11.0,C
LEMD,IMADRI265,2026-01-21,7.5,C
LEMD,IMADRI211,2026-06-26,27.7,C
LEMD,IMADRI211,2026-06-20,29.9,C
LEMD,IMADRI211,2026-06-14,28.0,C
LEMD,IMADRI211,2026-06-08,27.2,C
LEMD,IMADRI211,2026-06-02,23.3,C
LEMD,IMADRI211,2026-05-27,29.3,C
LEMD,IMADRI211,2026-05-21,26.2,C
LEMD,IMADRI211,2026-05-15,10.4,C
LEMD,IMADRI211,2026-05-09,11.8,C
LEMD,IMADRI211,2026-05-03,16.9,C
LEMD,IMADRI211,2026-04-27,21.8,C
LEMD,IMADRI211,2026-04-21,21.3,C
LEMD,IMADRI211,2026-04-15,18.9,C
LEMD,IMADRI211,2026-04-09,21.7,C
LEMD,IMADRI211,2026-04-03,15.4,C
LEMD,IMADRI211,2026-03-28,10.1,C
LEMD,IMADRI211,2026-03-22,15.0,C
LEMD,IMADRI211,2026-03-16,16.1,C
LEMD,IMADRI211,2026-03-10,4.1,C
LEMD,IMADRI211,2026-02-26,17.8,C
LEMD,IMADRI211,2026-02-20,12.0,C
LEMD,IMADRI211,2026-02-14,4.1,C
LEMD,IMADRI211,2026-02-08,4.0,C
LEMD,IMADRI211,2026-02-02,7.5,C
LEMD,IMADRI211,2026-01-27,8.1,C
LEMD,IMADRI211,2026-01-21,5.7,C
LEMD,IMADRI763,2026-06-26,33.7,C
LEMD,IMADRI763,2026-06-20,37.4,C
LEMD,IMADRI763,2026-06-14,27.8,C
LEMD,IMADRI763,2026-06-02,30.3,C
LEMD,IMADRI763,2026-05-27,32.4,C
LEMD,IMADRI763,2026-05-21,31.3,C
LEMD,IMADRI763,2026-05-15,16.0,C
LEMD,IMADRI763,2026-05-09,16.4,C
LEMD,IMADRI763,2026-05-03,20.9,C
LEMD,IMADRI763,2026-04-27,26.7,C
LEMD,IMADRI763,2026-04-21,26.9,C
LEMD,IMADRI763,2026-04-15,24.2,C
LEMD,IMADRI763,2026-04-09,25.6,C
LEMD,IMADRI763,2026-04-03,20.8,C
LEMD,IMADRI763,2026-03-28,15.9,C
LEMD,IMADRI763,2026-03-22,19.1,C
LEMD,IMADRI763,2026-03-10,12.7,C
LEMD,IMADRI763,2026-03-04,16.8,C
LEMD,IMADRI763,2026-02-26,21.6,C
LEMD,IMADRI763,2026-02-20,13.8,C
LEMD,IMADRI763,2026-02-14,10.4,C
LEMD,IMADRI763,2026-02-08,10.9,C
LEMD,IMADRI763,2026-02-02,9.5,C
LEMD,IMADRI763,2026-01-27,10.5,C
LEMD,IMADRI763,2026-01-21,7.5,C
LEMD,IMADRI882,2026-06-20,38.9,C
LEMD,IMADRI882,2026-06-14,36.3,C
LEMD,IMADRI882,2026-06-08,34.2,C
LEMD,IMADRI882,2026-06-02,30.9,C
LEMD,IMADRI882,2026-05-27,36.4,C
LEMD,IMADRI882,2026-05-21,33.4,C
LEMD,IMADRI882,2026-05-15,17.9,C
LEMD,IMADRI882,2026-05-09,17.9,C
LEMD,IMADRI882,2026-05-03,22.0,C
LEMD,IMADRI882,2026-04-27,28.5,C
LEMD,IMADRI882,2026-04-21,27.9,C
LEMD,IMADRI882,2026-04-15,25.3,C
LEMD,IMADRI882,2026-04-09,27.4,C
LEMD,IMADRI882,2026-04-03,22.3,C
LEMD,IMADRI882,2026-03-28,17.7,C
LEMD,IMADRI882,2026-03-22,19.9,C
LEMD,IMADRI882,2026-03-16,20.3,C
LEMD,IMADRI882,2026-03-10,13.5,C
LEMD,IMADRI882,2026-03-04,18.9,C
LEMD,IMADRI882,2026-02-26,22.4,C
LEMD,IMADRI882,2026-02-20,15.3,C
LEMD,IMADRI882,2026-02-14,11.3,C
LEMD,IPARAC71,2026-06-26,34.1,C
LEMD,IPARAC71,2026-06-20,37.9,C
LEMD,IPARAC71,2026-06-14,35.8,C
LEMD,IPARAC71,2026-06-08,33.8,C
LEMD,IPARAC71,2026-06-02,30.6,C
LEMD,IPARAC71,2026-05-27,36.0,C
LEMD,IPARAC71,2026-05-21,32.9,C
LEMD,IPARAC71,2026-05-15,16.9,C
LEMD,IPARAC71,2026-05-09,17.2,C
LEMD,IPARAC71,2026-05-03,21.0,C
LEMD,IPARAC71,2026-04-27,28.2,C
LEMD,IPARAC71,2026-04-21,27.0,C
LEMD,IPARAC71,2026-04-15,25.8,C
LEMD,IPARAC71,2026-04-09,28.3,C
LEMD,IPARAC71,2026-03-28,16.9,C
LEMD,IPARAC71,2026-03-22,20.5,C
LEMD,IPARAC71,2026-03-16,21.2,C
LEMD,IPARAC71,2026-03-10,14.2,C
LEMD,IPARAC71,2026-03-04,19.0,C
LEMD,IPARAC71,2026-02-26,24.2,C
LEMD,IPARAC71,2026-02-20,16.2,C
LEMD,IPARAC71,2026-02-14,10.6,C
LEMD,IPARAC71,2026-02-08,11.1,C
LEMD,IPARAC71,2026-02-02,9.5,C
LEMD,IPARAC71,2026-01-27,10.7,C
LEMD,IPARAC71,2026-01-21,7.3,C
LEMD,IPARAC59,2026-06-26,33.7,C
LEMD,IPARAC59,2026-06-20,37.6,C
LEMD,IPARAC59,2026-06-14,35.1,C
LEMD,IPARAC59,2026-06-08,33.6,C
LEMD,IPARAC59,2026-06-02,30.4,C
LEMD,IPARAC59,2026-05-27,35.4,C
LEMD,IPARAC59,2026-05-21,33.2,C
LEMD,IPARAC59,2026-05-15,16.4,C
LEMD,IPARAC59,2026-05-09,17.7,C
LEMD,IPARAC59,2026-05-03,20.4,C
LEMD,IPARAC59,2026-04-27,28.2,C
LEMD,IPARAC59,2026-04-21,27.0,C
LEMD,IPARAC59,2026-04-15,25.6,C
LEMD,IPARAC59,2026-04-09,27.0,C
LEMD,IPARAC59,2026-04-03,21.4,C
LEMD,IPARAC59,2026-03-28,16.1,C
LEMD,IPARAC59,2026-03-22,20.3,C
LEMD,IPARAC59,2026-03-16,21.9,C
LEMD,IPARAC59,2026-03-10,13.6,C
LEMD,IPARAC59,2026-03-04,17.1,C
LEMD,IPARAC59,2026-02-26,23.7,C
LEMD,IPARAC59,2026-02-20,16.9,C
LEMD,IPARAC59,2026-02-14,10.2,C
LEMD,IPARAC59,2026-02-08,11.1,C
LEMD,IPARAC59,2026-02-02,9.3,C
LEMD,IPARAC59,2026-01-27,10.3,C
LEMD,IPARAC59,2026-01-21,6.9,C
LEMD,IPARAC33,2026-06-26,34.0,C
LEMD,IPARAC33,2026-06-20,38.4,C
LEMD,IPARAC33,2026-06-14,35.9,C
LEMD,IPARAC33,2026-06-08,34.7,C
LEMD,IPARAC33,2026-06-02,31.6,C
LEMD,IPARAC33,2026-05-27,36.0,C
LEMD,IPARAC33,2026-05-21,32.7,C
LEMD,IPARAC33,2026-05-15,17.8,C
LEMD,IPARAC33,2026-05-09,18.4,C
LEMD,IPARAC33,2026-05-03,21.8,C
LEMD,IPARAC33,2026-04-27,28.1,C
LEMD,IPARAC33,2026-04-21,27.7,C
LEMD,IPARAC33,2026-04-15,25.5,C
LEMD,IPARAC33,2026-04-09,27.8,C
LEMD,IPARAC33,2026-04-03,22.5,C
LEMD,IPARAC33,2026-03-28,17.2,C
LEMD,IPARAC33,2026-03-22,20.3,C
LEMD,IPARAC33,2026-03-16,21.8,C
LEMD,IPARAC33,2026-03-10,13.9,C
LEMD,IPARAC33,2026-03-04,18.3,C
LEMD,IPARAC33,2026-02-26,24.1,C
LEMD,IPARAC33,2026-02-20,16.4,C
LEMD,IPARAC33,2026-02-14,11.8,C
LEMD,IPARAC33,2026-02-08,12.7,C
LEMD,IPARAC33,2026-02-02,10.6,C
LEMD,IPARAC33,2026-01-27,11.8,C
LEMD,IPARAC33,2026-01-21,8.3,C
LEMD,IMADRI56,2026-06-26,35.8,C
LEMD,IMADRI56,2026-06-20,39.5,C
LEMD,IMADRI56,2026-06-14,37.7,C
LEMD,IMADRI56,2026-06-08,35.0,C
LEMD,IMADRI56,2026-06-02,29.8,C
LEMD,IMADRI56,2026-05-27,38.9,C
LEMD,IMADRI56,2026-05-21,35.0,C
LEMD,IMADRI56,2026-05-15,17.7,C
LEMD,IMADRI56,2026-05-09,20.2,C
LEMD,IMADRI56,2026-05-03,19.9,C
LEMD,IMADRI56,2026-04-27,30.0,C
LEMD,IMADRI56,2026-04-21,27.4,C
LEMD,IMADRI56,2026-04-15,26.2,C
LEMD,IMADRI56,2026-04-09,27.7,C
LEMD,IMADRI56,2026-04-03,23.0,C
LEMD,IMADRI56,2026-03-28,16.6,C
LEMD,IMADRI56,2026-03-22,20.4,C
LEMD,IMADRI56,2026-03-16,23.5,C
LEMD,IMADRI56,2026-03-10,15.7,C
LEMD,IMADRI56,2026-03-04,18.9,C
LEMD,IMADRI56,2026-02-26,25.7,C
LEMD,IMADRI56,2026-02-20,18.5,C
LEMD,IMADRI56,2026-02-14,10.6,C
LEMD,IMADRI56,2026-02-08,11.0,C
LEMD,IMADRI56,2026-02-02,10.0,C
LEMD,IMADRI56,2026-01-27,11.1,C
LEMD,IMADRI56,2026-01-21,7.7,C
EDDM,IOBERD38,2026-06-26,36.3,C
EDDM,IOBERD38,2026-06-20,34.3,C
EDDM,IOBERD38,2026-06-14,22.7,C
EDDM,IOBERD38,2026-06-08,29.7,C
EDDM,IOBERD38,2026-06-02,27.8,C
EDDM,IOBERD38,2026-05-27,30.7,C
EDDM,IOBERD38,2026-05-21,21.8,C
EDDM,IOBERD38,2026-05-15,15.2,C
EDDM,IOBERD38,2026-05-09,23.0,C
EDDM,IOBERD38,2026-05-03,28.2,C
EDDM,IOBERD38,2026-04-27,20.5,C
EDDM,IOBERD38,2026-04-21,9.9,C
EDDM,IOBERD38,2026-04-15,12.9,C
EDDM,IOBERD38,2026-04-09,16.2,C
EDDM,IOBERD38,2026-04-03,15.0,C
EDDM,IOBERD38,2026-03-28,9.0,C
EDDM,IOBERD38,2026-03-22,13.7,C
EDDM,IOBERD38,2026-03-16,9.2,C
EDDM,IOBERD38,2026-03-10,17.0,C
EDDM,IOBERD38,2026-02-26,13.6,C
EDDM,IOBERD38,2026-02-20,2.9,C
EDDM,IOBERD38,2026-02-14,7.6,C
EDDM,IOBERD38,2026-02-08,7.4,C
EDDM,IOBERD38,2026-02-02,0.5,C
EDDM,IOBERD38,2026-01-27,4.1,C
EDDM,IOBERD38,2026-01-21,0.6,C
EDDM,IHALLB20,2026-06-26,36.6,C
EDDM,IHALLB20,2026-06-20,35.4,C
EDDM,IHALLB20,2026-06-14,23.2,C
EDDM,IHALLB20,2026-06-08,29.1,C
EDDM,IHALLB20,2026-06-02,26.7,C
EDDM,IHALLB20,2026-05-27,30.4,C
EDDM,IHALLB20,2026-05-21,23.1,C
EDDM,IHALLB20,2026-05-15,16.7,C
EDDM,IHALLB20,2026-05-09,23.4,C
EDDM,IHALLB20,2026-05-03,29.6,C
EDDM,IHALLB20,2026-04-27,21.6,C
EDDM,IHALLB20,2026-04-21,11.0,C
EDDM,IHALLB20,2026-04-15,13.4,C
EDDM,IHALLB20,2026-04-09,16.9,C
EDDM,IHALLB20,2026-04-03,14.3,C
EDDM,IHALLB20,2026-03-28,9.3,C
EDDM,IHALLB20,2026-03-22,14.5,C
EDDM,IHALLB20,2026-03-16,9.4,C
EDDM,IHALLB20,2026-03-10,18.8,C
EDDM,IHALLB20,2026-03-04,8.0,C
EDDM,IHALLB20,2026-02-26,15.9,C
EDDM,IHALLB20,2026-02-20,4.9,C
EDDM,IHALLB20,2026-02-14,8.1,C
EDDM,IHALLB20,2026-02-08,8.5,C
EDDM,IHALLB20,2026-02-02,1.3,C
EDDM,IHALLB20,2026-01-27,6.6,C
EDDM,IHALLB20,2026-01-21,1.9,C
EDDM,IFREIS64,2026-06-26,36.2,C
EDDM,IFREIS64,2026-06-20,33.8,C
EDDM,IFREIS64,2026-06-14,22.5,C
EDDM,IFREIS64,2026-06-08,29.9,C
EDDM,IFREIS64,2026-06-02,28.1,C
EDDM,IFREIS64,2026-05-27,30.2,C
EDDM,IFREIS64,2026-05-21,22.4,C
EDDM,IFREIS64,2026-05-15,18.0,C
EDDM,IFREIS64,2026-05-09,23.7,C
EDDM,IFREIS64,2026-05-03,28.2,C
EDDM,IFREIS64,2026-04-27,20.9,C
EDDM,IFREIS64,2026-04-21,11.0,C
EDDM,IFREIS64,2026-04-15,13.8,C
EDDM,IFREIS64,2026-04-09,17.6,C
EDDM,IFREIS64,2026-04-03,15.4,C
EDDM,IFREIS64,2026-03-28,10.5,C
EDDM,IFREIS64,2026-03-22,13.5,C
EDDM,IFREIS66,2026-06-26,36.2,C
EDDM,IFREIS66,2026-06-20,36.9,C
EDDM,IFREIS66,2026-06-14,25.0,C
EDDM,IFREIS66,2026-06-08,30.8,C
EDDM,IFREIS66,2026-06-02,28.3,C
EDDM,IFREIS66,2026-05-27,33.5,C
EDDM,IFREIS66,2026-05-21,24.2,C
EDDM,IFREIS66,2026-05-15,16.6,C
EDDM,IOBERD70,2026-06-26,36.6,C
EDDM,IOBERD70,2026-06-20,33.0,C
EDDM,IOBERD70,2026-06-14,21.4,C
EDDM,IOBERD70,2026-06-08,27.8,C
EDDM,IOBERD70,2026-06-02,27.0,C
EDDM,IOBERD70,2026-05-27,29.6,C
EDDM,IOBERD70,2026-05-21,21.1,C
EDDM,IOBERD70,2026-05-15,16.7,C
EDDM,IOBERD70,2026-05-09,23.8,C
EDDM,IOBERD70,2026-05-03,27.9,C
EDDM,IOBERD70,2026-04-27,20.1,C
EDDM,IOBERD70,2026-04-21,10.2,C
EDDM,IOBERD70,2026-04-15,12.7,C
EDDM,IOBERD70,2026-04-03,14.5,C
EDDM,IOBERD70,2026-03-28,8.8,C
EDDM,IOBERD70,2026-03-22,14.6,C
EDDM,IOBERD70,2026-03-16,10.0,C
EDDM,IOBERD70,2026-03-10,18.0,C
EDDM,IOBERD70,2026-02-26,15.4,C
EDDM,IOBERD70,2026-02-20,2.8,C
EDDM,IOBERD70,2026-02-14,7.5,C
EDDM,IOBERD70,2026-02-08,9.1,C
EDDM,IOBERD70,2026-02-02,1.0,C
EDDM,IOBERD70,2026-01-27,6.3,C
EDDM,IOBERD70,2026-01-21,2.2,C
EDDM,IOBFREIS10,2026-06-26,35.6,C
EDDM,IOBFREIS10,2026-06-20,35.0,C
EDDM,IOBFREIS10,2026-06-14,22.8,C
EDDM,IOBFREIS10,2026-06-08,29.3,C
EDDM,IOBFREIS10,2026-06-02,27.0,C
EDDM,IOBFREIS10,2026-05-27,31.2,C
EDDM,IOBFREIS10,2026-05-21,22.7,C
EDDM,IOBFREIS10,2026-05-15,16.3,C
EDDM,IOBFREIS10,2026-05-09,23.0,C
EDDM,IOBFREIS10,2026-05-03,28.7,C
EDDM,IOBFREIS10,2026-04-27,21.1,C
EDDM,IOBFREIS10,2026-04-21,10.5,C
EDDM,IOBFREIS10,2026-04-15,13.4,C
EDDM,IOBFREIS10,2026-04-09,16.1,C
EDDM,IOBFREIS10,2026-04-03,15.1,C
EDDM,IOBFREIS10,2026-03-28,9.4,C
EDDM,IOBFREIS10,2026-03-22,13.8,C
EDDM,IOBFREIS10,2026-03-16,9.7,C
EDDM,IOBFREIS10,2026-03-10,17.8,C
EDDM,IOBFREIS10,2026-03-04,8.7,C
EDDM,IOBFREIS10,2026-02-26,14.2,C
EDDM,IOBFREIS10,2026-02-20,3.1,C
EDDM,IOBFREIS10,2026-02-14,8.0,C
EDDM,IOBFREIS10,2026-02-08,7.4,C
EDDM,IOBFREIS10,2026-02-02,0.9,C
EDDM,IOBFREIS10,2026-01-27,5.2,C
EDDM,IOBFREIS10,2026-01-21,0.7,C
EDDM,IFREIS61,2026-06-26,36.1,C
EDDM,IFREIS61,2026-06-20,34.4,C
EDDM,IFREIS61,2026-06-14,22.7,C
EDDM,IFREIS61,2026-06-08,28.5,C
EDDM,IFREIS61,2026-06-02,27.5,C
EDDM,IFREIS61,2026-05-27,30.4,C
EDDM,IFREIS61,2026-05-21,22.6,C
EDDM,IFREIS61,2026-05-15,15.9,C
EDDM,IFREIS61,2026-05-09,25.3,C
EDDM,IFREIS61,2026-05-03,29.6,C
EDDM,IFREIS61,2026-04-27,21.8,C
EDDM,IFREIS61,2026-04-21,11.1,C
EDDM,IFREIS61,2026-04-15,13.6,C
EDDM,IFREIS61,2026-04-09,16.9,C
EDDM,IFREIS61,2026-04-03,14.5,C
EDDM,IFREIS61,2026-03-28,9.7,C
EDDM,IFREIS61,2026-03-22,15.8,C
EDDM,IFREIS61,2026-03-16,9.6,C
EDDM,IFREIS61,2026-03-10,19.7,C
EDDM,IFREIS61,2026-03-04,9.8,C
EDDM,IFREIS61,2026-02-26,17.0,C
EDDM,IFREIS61,2026-02-20,3.1,C
EDDM,IFREIS61,2026-02-14,7.9,C
EDDM,IFREIS61,2026-02-08,9.1,C
EDDM,IFREIS61,2026-02-02,1.5,C
EDDM,IFREIS61,2026-01-27,6.6,C
EDDM,IFREIS61,2026-01-21,2.3,C
EDDM,IMARZL1,2026-06-26,35.1,C
EDDM,IMARZL1,2026-06-20,34.6,C
EDDM,IMARZL1,2026-06-14,23.2,C
EDDM,IMARZL1,2026-06-08,29.1,C
EDDM,IMARZL1,2026-06-02,26.1,C
EDDM,IMARZL1,2026-05-27,33.1,C
EDDM,IMARZL1,2026-05-21,22.2,C
EDDM,IMARZL1,2026-05-15,17.0,C
EDDM,IMARZL1,2026-05-09,22.6,C
EDDM,IMARZL1,2026-05-03,28.4,C
EDDM,IMARZL1,2026-04-27,22.0,C
EDDM,IMARZL1,2026-04-21,10.6,C
EDDM,IMARZL1,2026-04-15,13.7,C
EDDM,IMARZL1,2026-04-09,17.0,C
EDDM,IMARZL1,2026-04-03,16.1,C
EDDM,IMARZL1,2026-03-28,10.2,C
EDDM,IMARZL1,2026-03-22,14.1,C
EDDM,IMARZL1,2026-03-16,10.5,C
EDDM,IMARZL1,2026-03-10,19.8,C
EDDM,IMARZL1,2026-03-04,8.7,C
EDDM,IMARZL1,2026-02-26,15.7,C
EDDM,IMARZL1,2026-02-20,3.8,C
EDDM,IMARZL1,2026-02-14,8.6,C
EDDM,IMARZL1,2026-02-08,7.7,C
EDDM,IMARZL1,2026-02-02,1.3,C
EDDM,IMARZL1,2026-01-27,5.6,C
EDDM,IMARZL1,2026-01-21,1.1,C
EDDM,IOBERD46,2026-06-26,40.6,C
EDDM,IOBERD46,2026-06-20,36.7,C
EDDM,IOBERD46,2026-06-14,24.1,C
EDDM,IOBERD46,2026-06-08,30.5,C
EDDM,IOBERD46,2026-06-02,30.6,C
EDDM,IOBERD46,2026-05-27,34.2,C
EDDM,IOBERD46,2026-05-21,24.4,C
EDDM,IOBERD46,2026-05-15,20.1,C
EDDM,IOBERD46,2026-05-09,27.6,C
EDDM,IOBERD46,2026-05-03,33.1,C
EDDM,IOBERD46,2026-04-27,25.1,C
EDDM,IOBERD46,2026-04-21,12.7,C
EDDM,IOBERD46,2026-04-15,14.4,C
EDDM,IOBERD46,2026-04-09,20.2,C
EDDM,IOBERD46,2026-04-03,15.7,C
EDDM,IOBERD46,2026-03-28,10.1,C
EDDM,IOBERD46,2026-03-22,17.6,C
EDDM,IOBERD46,2026-03-16,10.7,C
EDDM,IOBERD46,2026-03-10,22.5,C
EDDM,IOBERD46,2026-03-04,8.7,C
EDDM,IOBERD46,2026-02-26,19.6,C
EDDM,IOBERD46,2026-02-20,7.4,C
EDDM,IOBERD46,2026-02-14,9.2,C
EDDM,IOBERD46,2026-02-08,11.9,C
EDDM,IOBERD46,2026-02-02,4.0,C
EDDM,IOBERD46,2026-01-27,9.3,C
EDDM,IOBERD46,2026-01-21,5.4,C
LIMC,ILOMBARD227,2026-06-26,36.1,C
LIMC,ILOMBARD227,2026-06-14,30.8,C
LIMC,ILOMBARD227,2026-06-02,23.9,C
LIMC,ILOMBARD227,2026-05-21,29.4,C
LIMC,ILOMBARD227,2026-05-09,26.2,C
LIMC,ILOMBARD227,2026-04-27,27.2,C
LIMC,ILOMBARD227,2026-04-15,23.3,C
LIMC,ILOMBARD227,2026-04-03,13.9,C
LIMC,ILOMBARD227,2026-03-22,13.0,C
LIMC,ILOMBARD227,2026-03-10,11.4,C
LIMC,ILOMBARD227,2026-02-26,16.2,C
LIMC,ILOMBARD227,2026-02-14,10.3,C
LIMC,ILOMBARD227,2026-02-02,5.8,C
LIMC,ILOMBARD227,2026-01-21,7.5,C
LIMC,ISAMAR42,2026-06-26,38.3,C
LIMC,ISAMAR42,2026-06-14,31.9,C
LIMC,ISAMAR42,2026-06-02,23.6,C
LIMC,ISAMAR42,2026-05-21,29.9,C
LIMC,ISAMAR42,2026-05-09,26.3,C
LIMC,ISAMAR42,2026-04-27,27.4,C
LIMC,ISAMAR42,2026-04-15,23.9,C
LIMC,ISAMAR42,2026-04-03,24.4,C
LIMC,ISAMAR42,2026-03-22,16.4,C
LIMC,ISAMAR42,2026-03-10,11.9,C
LIMC,ISAMAR42,2026-02-26,17.5,C
LIMC,ISAMAR42,2026-02-14,10.5,C
LIMC,ICARDA5,2026-06-26,39.3,C
LIMC,ICARDA5,2026-06-14,34.4,C
LIMC,ICARDA5,2026-06-02,23.6,C
LIMC,ICARDA5,2026-05-21,22.7,C
LIMC,ICARDA5,2026-05-09,29.4,C
LIMC,ICARDA5,2026-04-27,29.5,C
LIMC,ICARDA5,2026-04-15,26.6,C
LIMC,ICARDA5,2026-04-03,15.4,C
LIMC,ICARDA5,2026-03-22,13.5,C
LIMC,ICARDA5,2026-03-10,11.6,C
LIMC,ICARDA5,2026-02-26,11.1,C
LIMC,ICARDA5,2026-02-14,9.9,C
LIMC,ICARDA5,2026-02-02,5.5,C
LIMC,ICARDA5,2026-01-21,2.8,C
LIMC,ISAMAR22,2026-06-26,37.3,C
LIMC,ISAMAR22,2026-06-14,30.6,C
LIMC,ISAMAR22,2026-06-02,24.6,C
LIMC,ISAMAR22,2026-05-21,28.8,C
LIMC,ISAMAR22,2026-05-09,26.5,C
LIMC,ISAMAR22,2026-04-27,27.3,C
LIMC,ISAMAR22,2026-04-15,23.3,C
LIMC,ISAMAR22,2026-04-03,24.9,C
LIMC,ISAMAR22,2026-03-22,16.6,C
LIMC,ISAMAR22,2026-03-10,12.2,C
LIMC,ISAMAR22,2026-02-26,16.8,C
LIMC,ISAMAR22,2026-02-14,10.5,C
LIMC,ISAMAR22,2026-02-02,5.7,C
LIMC,ISAMAR22,2026-01-21,9.1,C
LIMC,ILONAT5,2026-06-26,36.6,C
LIMC,ILONAT5,2026-06-14,30.4,C
LIMC,ILONAT5,2026-06-02,24.0,C
LIMC,ILONAT5,2026-05-21,27.8,C
LIMC,ILONAT5,2026-05-09,24.1,C
LIMC,ILONAT5,2026-04-27,25.3,C
LIMC,ILONAT5,2026-04-15,22.2,C
LIMC,ILONAT5,2026-04-03,21.2,C
LIMC,ILONAT5,2026-03-22,13.2,C
LIMC,ILONAT5,2026-03-10,12.0,C
LIMC,ILONAT5,2026-02-26,14.8,C
LIMC,ILONAT5,2026-02-14,10.5,C
LIMC,ILONAT5,2026-02-02,6.4,C
LIMC,ILONAT5,2026-01-21,6.4,C
LIMC,ILONAT3,2026-04-03,22.9,C
LIMC,ILONAT3,2026-03-22,12.9,C
LIMC,ILONAT3,2026-03-10,11.0,C
LIMC,ILONAT3,2026-02-26,16.4,C
LIMC,ILONAT3,2026-02-14,10.1,C
LIMC,ILONAT3,2026-02-02,5.7,C
LIMC,ILONAT3,2026-01-21,8.3,C
LIMC,IGALLA20,2026-06-26,37.8,C
LIMC,IGALLA20,2026-06-14,31.9,C
LIMC,IGALLA20,2026-06-02,23.9,C
LIMC,IGALLA20,2026-05-21,29.7,C
LIMC,IGALLA20,2026-05-09,26.4,C
LIMC,IGALLA20,2026-04-27,27.7,C
LIMC,IGALLA20,2026-04-15,24.3,C
LIMC,IGALLA20,2026-04-03,24.7,C
LIMC,IGALLA20,2026-03-22,14.9,C
LIMC,IGALLA20,2026-03-10,11.7,C
LIMC,IGALLA20,2026-02-26,18.0,C
LIMC,IGALLA20,2026-02-14,10.1,C
LIMC,IGALLA20,2026-02-02,5.8,C
LIMC,IGALLA20,2026-01-21,9.6,C
LIMC,IGALLA17,2026-06-26,42.7,C
LIMC,IGALLA17,2026-06-14,30.7,C
LIMC,IGALLA17,2026-06-02,23.9,C
LIMC,IGALLA17,2026-05-21,31.6,C
LIMC,IGALLA17,2026-05-09,27.8,C
LIMC,IGALLA17,2026-04-27,28.6,C
LIMC,IGALLA17,2026-04-15,24.2,C
LIMC,IGALLA17,2026-04-03,25.6,C
LIMC,IGALLA17,2026-03-22,15.3,C
LIMC,IGALLA17,2026-03-10,12.1,C
LIMC,IGALLA17,2026-02-26,20.5,C
